"","x","vol","protein","absorbance"
"108",54,1.27327327327327,"a280",-0.267324986681342
"109",55,1.2972972972973,"a254",0.153800526997074
"110",55,1.2972972972973,"a280",-0.18879174310714
"111",56,1.32132132132132,"a254",-0.171457995958626
"112",56,1.32132132132132,"a280",-0.289219323080033
"113",57,1.34534534534535,"a254",-0.0170761714503169
"114",57,1.34534534534535,"a280",-0.177689883019775
"115",58,1.36936936936937,"a254",0.139380287285894
"116",58,1.36936936936937,"a280",-0.148410164564848
"117",59,1.39339339339339,"a254",0.0166376100387424
"118",59,1.39339339339339,"a280",0.103058608341962
"119",60,1.41741741741742,"a254",-0.0635720837581903
"120",60,1.41741741741742,"a280",-0.266402819287032
"121",61,1.44144144144144,"a254",0.0133682124782354
"122",61,1.44144144144144,"a280",0.0298366471193731
"123",62,1.46546546546547,"a254",-0.126123277032748
"124",62,1.46546546546547,"a280",0.0520614828914404
"125",63,1.48948948948949,"a254",0.0728788734972477
"126",63,1.48948948948949,"a280",-0.321820276323706
"127",64,1.51351351351351,"a254",-0.0706130866147578
"128",64,1.51351351351351,"a280",-0.214763897750527
"129",65,1.53753753753754,"a254",-0.146091349599883
"130",65,1.53753753753754,"a280",-0.0408789723180234
"131",66,1.56156156156156,"a254",0.00760292528197169
"132",66,1.56156156156156,"a280",-0.0187645642086863
"133",67,1.58558558558559,"a254",-0.0137227179016918
"134",67,1.58558558558559,"a280",0.111420945264399
"135",68,1.60960960960961,"a254",-0.126377686234191
"136",68,1.60960960960961,"a280",-0.155637689959258
"137",69,1.63363363363363,"a254",0.0303015816584229
"138",69,1.63363363363363,"a280",0.19280045107007
"139",70,1.65765765765766,"a254",0.130596605911851
"140",70,1.65765765765766,"a280",0.185997681878507
"141",71,1.68168168168168,"a254",-0.183413577713072
"142",71,1.68168168168168,"a280",-0.0911697842180728
"143",72,1.70570570570571,"a254",0.0304587172623724
"144",72,1.70570570570571,"a280",0.0720543130300939
"145",73,1.72972972972973,"a254",0.151823778524995
"146",73,1.72972972972973,"a280",-0.0223329671658576
"147",74,1.75375375375375,"a254",0.0288182651530951
"148",74,1.75375375375375,"a280",0.144264449179172
"149",75,1.77777777777778,"a254",-0.0142332583852112
"150",75,1.77777777777778,"a280",0.18324891878292
"151",76,1.8018018018018,"a254",0.1419118580129
"152",76,1.8018018018018,"a280",-0.192527615930885
"153",77,1.82582582582583,"a254",0.107933450592682
"154",77,1.82582582582583,"a280",0.25537144606933
"155",78,1.84984984984985,"a254",-0.148615260953084
"156",78,1.84984984984985,"a280",-0.140661145653576
"157",79,1.87387387387387,"a254",-0.168846138613299
"158",79,1.87387387387387,"a280",-0.243366474658251
"159",80,1.8978978978979,"a254",0.107937441598624
"160",80,1.8978978978979,"a280",-0.0311422779224813
"161",81,1.92192192192192,"a254",-0.205993146728724
"162",81,1.92192192192192,"a280",0.174974033143371
"163",82,1.94594594594595,"a254",0.120851753717288
"164",82,1.94594594594595,"a280",0.291002319101244
"165",83,1.96996996996997,"a254",0.0587828273978084
"166",83,1.96996996996997,"a280",-0.281678769271821
"167",84,1.99399399399399,"a254",0.192216875841841
